scenario,substrate_config,substrate_fraction,revassim_rate,region,year_260_slavic_share_mean,year_260_slavic_share_sd,year_260_pop_mean,run_count
slavic2,cbi_only,0.20,0.045,Lower Danubian Frontier,0.935038,0.066698,1523.30,10
slavic2,cbi_only,0.20,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.30,0.000,Carpatho-Balkan Interior,0.967652,0.008516,7097.70,10
slavic2,cbi_only,0.30,0.000,Pannonian Plain,0.894569,0.100984,826.50,10
slavic2,cbi_only,0.30,0.000,Aegean Littoral,0.933079,0.026194,2722.60,10
slavic2,cbi_only,0.30,0.000,Peloponnese,0.927391,0.037198,338.70,10
slavic2,cbi_only,0.30,0.000,Albanian Highlands,0.962034,0.028906,966.00,10
slavic2,cbi_only,0.30,0.000,Adriatic Coastal,0.955909,0.037512,742.00,10
slavic2,cbi_only,0.30,0.000,Lower Danubian Frontier,0.981311,0.008403,1497.70,10
slavic2,cbi_only,0.30,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.30,0.005,Carpatho-Balkan Interior,0.966220,0.006594,7107.40,10
slavic2,cbi_only,0.30,0.005,Pannonian Plain,0.891147,0.077788,772.60,10
slavic2,cbi_only,0.30,0.005,Aegean Littoral,0.760804,0.167178,2346.90,10
slavic2,cbi_only,0.30,0.005,Peloponnese,0.666691,0.362098,273.60,10
slavic2,cbi_only,0.30,0.005,Albanian Highlands,0.951840,0.040240,1007.20,10
slavic2,cbi_only,0.30,0.005,Adriatic Coastal,0.963226,0.022091,662.60,10
slavic2,cbi_only,0.30,0.005,Lower Danubian Frontier,0.984412,0.008218,1692.90,10
slavic2,cbi_only,0.30,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.30,0.015,Carpatho-Balkan Interior,0.898416,0.058773,6707.50,10
slavic2,cbi_only,0.30,0.015,Pannonian Plain,0.687357,0.243750,652.40,10
slavic2,cbi_only,0.30,0.015,Aegean Littoral,0.165025,0.097564,1660.70,10
slavic2,cbi_only,0.30,0.015,Peloponnese,0.047533,0.046905,215.90,10
slavic2,cbi_only,0.30,0.015,Albanian Highlands,0.313852,0.382707,635.60,10
slavic2,cbi_only,0.30,0.015,Adriatic Coastal,0.339234,0.384598,507.60,10
slavic2,cbi_only,0.30,0.015,Lower Danubian Frontier,0.986111,0.013962,1429.30,10
slavic2,cbi_only,0.30,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.30,0.030,Carpatho-Balkan Interior,0.449316,0.122300,4892.80,10
slavic2,cbi_only,0.30,0.030,Pannonian Plain,0.617559,0.229054,689.70,10
slavic2,cbi_only,0.30,0.030,Aegean Littoral,0.013310,0.017211,1394.40,10
slavic2,cbi_only,0.30,0.030,Peloponnese,0.001933,0.004950,155.60,10
slavic2,cbi_only,0.30,0.030,Albanian Highlands,0.003387,0.004227,518.10,10
slavic2,cbi_only,0.30,0.030,Adriatic Coastal,0.000569,0.001799,391.70,10
slavic2,cbi_only,0.30,0.030,Lower Danubian Frontier,0.976104,0.016587,1610.50,10
slavic2,cbi_only,0.30,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.30,0.045,Carpatho-Balkan Interior,0.338852,0.120369,4439.80,10
slavic2,cbi_only,0.30,0.045,Pannonian Plain,0.534819,0.286086,760.40,10
slavic2,cbi_only,0.30,0.045,Aegean Littoral,0.000556,0.001213,1378.60,10
slavic2,cbi_only,0.30,0.045,Peloponnese,0.000000,0.000000,169.60,10
slavic2,cbi_only,0.30,0.045,Albanian Highlands,0.000000,0.000000,592.30,10
slavic2,cbi_only,0.30,0.045,Adriatic Coastal,0.000000,0.000000,351.90,10
slavic2,cbi_only,0.30,0.045,Lower Danubian Frontier,0.948438,0.063784,1387.50,10
slavic2,cbi_only,0.30,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.40,0.000,Carpatho-Balkan Interior,0.978317,0.004820,7119.80,10
slavic2,cbi_only,0.40,0.000,Pannonian Plain,0.917833,0.054756,883.20,10
slavic2,cbi_only,0.40,0.000,Aegean Littoral,0.937287,0.014356,2484.80,10
slavic2,cbi_only,0.40,0.000,Peloponnese,0.950985,0.046544,264.30,10
slavic2,cbi_only,0.40,0.000,Albanian Highlands,0.978296,0.010534,1029.30,10
slavic2,cbi_only,0.40,0.000,Adriatic Coastal,0.965437,0.010316,720.00,10
slavic2,cbi_only,0.40,0.000,Lower Danubian Frontier,0.981873,0.012780,1386.30,10
slavic2,cbi_only,0.40,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.40,0.005,Carpatho-Balkan Interior,0.977055,0.008110,6946.50,10
slavic2,cbi_only,0.40,0.005,Pannonian Plain,0.776289,0.178142,838.20,10
slavic2,cbi_only,0.40,0.005,Aegean Littoral,0.841443,0.091004,2136.00,10
slavic2,cbi_only,0.40,0.005,Peloponnese,0.842274,0.229621,234.80,10
slavic2,cbi_only,0.40,0.005,Albanian Highlands,0.969026,0.014152,935.20,10
slavic2,cbi_only,0.40,0.005,Adriatic Coastal,0.942801,0.061825,668.80,10
slavic2,cbi_only,0.40,0.005,Lower Danubian Frontier,0.982834,0.011777,1450.60,10
slavic2,cbi_only,0.40,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.40,0.015,Carpatho-Balkan Interior,0.956277,0.035293,6960.90,10
slavic2,cbi_only,0.40,0.015,Pannonian Plain,0.610688,0.292411,593.60,10
slavic2,cbi_only,0.40,0.015,Aegean Littoral,0.321227,0.144409,1793.70,10
slavic2,cbi_only,0.40,0.015,Peloponnese,0.026766,0.022796,162.40,10
slavic2,cbi_only,0.40,0.015,Albanian Highlands,0.668810,0.273906,719.80,10
slavic2,cbi_only,0.40,0.015,Adriatic Coastal,0.435421,0.365528,474.00,10
slavic2,cbi_only,0.40,0.015,Lower Danubian Frontier,0.985467,0.008026,1339.30,10
slavic2,cbi_only,0.40,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.40,0.030,Carpatho-Balkan Interior,0.913872,0.064394,6149.10,10
slavic2,cbi_only,0.40,0.030,Pannonian Plain,0.511882,0.191071,709.00,10
slavic2,cbi_only,0.40,0.030,Aegean Littoral,0.041507,0.034164,1428.20,10
slavic2,cbi_only,0.40,0.030,Peloponnese,0.001087,0.003437,205.50,10
slavic2,cbi_only,0.40,0.030,Albanian Highlands,0.139593,0.149067,559.50,10
slavic2,cbi_only,0.40,0.030,Adriatic Coastal,0.002058,0.004589,415.40,10
slavic2,cbi_only,0.40,0.030,Lower Danubian Frontier,0.980769,0.013103,1434.60,10
slavic2,cbi_only,0.40,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.40,0.045,Carpatho-Balkan Interior,0.784145,0.126664,5795.40,10
slavic2,cbi_only,0.40,0.045,Pannonian Plain,0.457165,0.311983,626.70,10
slavic2,cbi_only,0.40,0.045,Aegean Littoral,0.009529,0.012994,1445.80,10
slavic2,cbi_only,0.40,0.045,Peloponnese,0.001714,0.005421,207.70,10
slavic2,cbi_only,0.40,0.045,Albanian Highlands,0.008669,0.016665,558.30,10
slavic2,cbi_only,0.40,0.045,Adriatic Coastal,0.000000,0.000000,356.30,10
slavic2,cbi_only,0.40,0.045,Lower Danubian Frontier,0.980244,0.022771,1392.90,10
slavic2,cbi_only,0.40,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,none,0.30,0.000,Carpatho-Balkan Interior,0.995679,0.000397,17419.80,10
slavic3,none,0.30,0.000,Pannonian Plain,0.997343,0.001807,1649.40,10
slavic3,none,0.30,0.000,Aegean Littoral,0.996367,0.001657,7007.10,10
slavic3,none,0.30,0.000,Peloponnese,0.999455,0.001382,822.20,10
slavic3,none,0.30,0.000,Albanian Highlands,0.998815,0.001091,2680.90,10
slavic3,none,0.30,0.000,Adriatic Coastal,0.997579,0.002858,1755.20,10
slavic3,none,0.30,0.000,Lower Danubian Frontier,0.999106,0.000693,3250.10,10
slavic3,none,0.30,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,none,0.30,0.005,Carpatho-Balkan Interior,0.995559,0.001125,16102.30,10
slavic3,none,0.30,0.005,Pannonian Plain,0.991264,0.007716,1667.00,10
slavic3,none,0.30,0.005,Aegean Littoral,0.996376,0.001187,6546.50,10
slavic3,none,0.30,0.005,Peloponnese,0.993389,0.009767,812.70,10
slavic3,none,0.30,0.005,Albanian Highlands,0.999310,0.000836,2726.40,10
slavic3,none,0.30,0.005,Adriatic Coastal,0.999259,0.001044,1987.80,10
slavic3,none,0.30,0.005,Lower Danubian Frontier,0.998068,0.001752,3483.90,10
slavic3,none,0.30,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,none,0.30,0.015,Carpatho-Balkan Interior,0.990823,0.004937,15838.50,10
slavic3,none,0.30,0.015,Pannonian Plain,0.899241,0.169053,1371.00,10
slavic3,none,0.30,0.015,Aegean Littoral,0.905982,0.072508,5494.30,10
slavic3,none,0.30,0.015,Peloponnese,0.761247,0.402538,602.10,10
slavic3,none,0.30,0.015,Albanian Highlands,0.998163,0.001968,2871.60,10
slavic3,none,0.30,0.015,Adriatic Coastal,0.974916,0.074312,1877.50,10
slavic3,none,0.30,0.015,Lower Danubian Frontier,0.999283,0.000922,3062.40,10
slavic3,none,0.30,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,none,0.30,0.030,Carpatho-Balkan Interior,0.801441,0.095408,10852.70,10
slavic3,none,0.30,0.030,Pannonian Plain,0.902258,0.126628,1266.80,10
slavic3,none,0.30,0.030,Aegean Littoral,0.138432,0.177258,2226.70,10
slavic3,none,0.30,0.030,Peloponnese,0.101570,0.314669,353.60,10
slavic3,none,0.30,0.030,Albanian Highlands,0.650665,0.456630,1835.40,10
slavic3,none,0.30,0.030,Adriatic Coastal,0.442227,0.469513,929.40,10
slavic3,none,0.30,0.030,Lower Danubian Frontier,0.997619,0.003546,3354.40,10
slavic3,none,0.30,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,none,0.30,0.045,Carpatho-Balkan Interior,0.566645,0.144962,7974.10,10
slavic3,none,0.30,0.045,Pannonian Plain,0.850770,0.096497,1127.60,10
slavic3,none,0.30,0.045,Aegean Littoral,0.054473,0.069258,2075.00,10
slavic3,none,0.30,0.045,Peloponnese,0.000000,0.000000,241.30,10
slavic3,none,0.30,0.045,Albanian Highlands,0.078103,0.246985,811.90,10
slavic3,none,0.30,0.045,Adriatic Coastal,0.166346,0.358350,722.40,10
slavic3,none,0.30,0.045,Lower Danubian Frontier,0.983897,0.031989,3105.80,10
slavic3,none,0.30,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.10,0.000,Carpatho-Balkan Interior,0.996370,0.000988,17022.10,10
slavic3,uniform,0.10,0.000,Pannonian Plain,0.995668,0.003239,1927.10,10
slavic3,uniform,0.10,0.000,Aegean Littoral,0.997623,0.002090,6695.60,10
slavic3,uniform,0.10,0.000,Peloponnese,0.995965,0.005101,806.00,10
slavic3,uniform,0.10,0.000,Albanian Highlands,0.998898,0.001692,2689.90,10
slavic3,uniform,0.10,0.000,Adriatic Coastal,0.999346,0.001510,1764.40,10
slavic3,uniform,0.10,0.000,Lower Danubian Frontier,0.998839,0.001243,3321.00,10
slavic3,uniform,0.10,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.10,0.005,Carpatho-Balkan Interior,0.996309,0.001316,17567.90,10
slavic3,uniform,0.10,0.005,Pannonian Plain,0.990354,0.009559,1647.70,10
slavic3,uniform,0.10,0.005,Aegean Littoral,0.997385,0.001416,6864.50,10
slavic3,uniform,0.10,0.005,Peloponnese,0.997518,0.003080,802.70,10
slavic3,uniform,0.10,0.005,Albanian Highlands,0.998683,0.001416,2633.90,10
slavic3,uniform,0.10,0.005,Adriatic Coastal,0.998834,0.002859,2041.50,10
slavic3,uniform,0.10,0.005,Lower Danubian Frontier,0.998827,0.001656,2943.80,10
slavic3,uniform,0.10,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.10,0.015,Carpatho-Balkan Interior,0.995155,0.001992,16633.70,10
slavic3,uniform,0.10,0.015,Pannonian Plain,0.954013,0.095968,1285.30,10
slavic3,uniform,0.10,0.015,Aegean Littoral,0.868631,0.132642,5421.70,10
slavic3,uniform,0.10,0.015,Peloponnese,0.699424,0.462965,576.30,10
slavic3,uniform,0.10,0.015,Albanian Highlands,0.998876,0.001728,2811.40,10
slavic3,uniform,0.10,0.015,Adriatic Coastal,0.998453,0.001863,1693.70,10
slavic3,uniform,0.10,0.015,Lower Danubian Frontier,0.999243,0.001599,2702.10,10
slavic3,uniform,0.10,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.10,0.030,Carpatho-Balkan Interior,0.816625,0.106739,11310.20,10
slavic3,uniform,0.10,0.030,Pannonian Plain,0.711311,0.251877,963.30,10
slavic3,uniform,0.10,0.030,Aegean Littoral,0.376146,0.266294,2701.00,10
slavic3,uniform,0.10,0.030,Peloponnese,0.002962,0.008066,235.80,10
slavic3,uniform,0.10,0.030,Albanian Highlands,0.614197,0.441635,1601.00,10
slavic3,uniform,0.10,0.030,Adriatic Coastal,0.493828,0.515723,1278.90,10
slavic3,uniform,0.10,0.030,Lower Danubian Frontier,0.995178,0.007357,3187.00,10
slavic3,uniform,0.10,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.10,0.045,Carpatho-Balkan Interior,0.631120,0.119565,8724.10,10
slavic3,uniform,0.10,0.045,Pannonian Plain,0.640963,0.264397,948.50,10
slavic3,uniform,0.10,0.045,Aegean Littoral,0.076227,0.125413,2045.30,10
slavic3,uniform,0.10,0.045,Peloponnese,0.000289,0.000914,207.60,10
slavic3,uniform,0.10,0.045,Albanian Highlands,0.149861,0.312409,943.10,10
slavic3,uniform,0.10,0.045,Adriatic Coastal,0.000000,0.000000,464.40,10
slavic3,uniform,0.10,0.045,Lower Danubian Frontier,0.982973,0.026723,3367.00,10
slavic3,uniform,0.10,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.20,0.000,Carpatho-Balkan Interior,0.998018,0.000934,17342.90,10
slavic3,uniform,0.20,0.000,Pannonian Plain,0.996103,0.004000,1402.00,10
slavic3,uniform,0.20,0.000,Aegean Littoral,0.999316,0.000464,7209.20,10
slavic3,uniform,0.20,0.000,Peloponnese,0.997830,0.002872,818.50,10
slavic3,uniform,0.20,0.000,Albanian Highlands,0.999426,0.001011,2525.30,10
slavic3,uniform,0.20,0.000,Adriatic Coastal,0.999531,0.000989,1899.80,10
slavic3,uniform,0.20,0.000,Lower Danubian Frontier,0.999040,0.001186,3006.60,10
slavic3,uniform,0.20,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.20,0.005,Carpatho-Balkan Interior,0.997997,0.000955,17321.10,10
slavic3,uniform,0.20,0.005,Pannonian Plain,0.996225,0.004730,1880.40,10
slavic3,uniform,0.20,0.005,Aegean Littoral,0.998722,0.000584,7110.80,10
slavic3,uniform,0.20,0.005,Peloponnese,0.998475,0.002082,841.00,10
slavic3,uniform,0.20,0.005,Albanian Highlands,0.999406,0.000956,2501.60,10
slavic3,uniform,0.20,0.005,Adriatic Coastal,0.999520,0.000837,2096.20,10
slavic3,uniform,0.20,0.005,Lower Danubian Frontier,0.999214,0.001185,3515.40,10
slavic3,uniform,0.20,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.20,0.015,Carpatho-Balkan Interior,0.996833,0.001611,17135.30,10
slavic3,uniform,0.20,0.015,Pannonian Plain,0.969931,0.055591,1361.90,10
slavic3,uniform,0.20,0.015,Aegean Littoral,0.971329,0.067782,6648.10,10
slavic3,uniform,0.20,0.015,Peloponnese,0.902705,0.302239,557.50,10
slavic3,uniform,0.20,0.015,Albanian Highlands,0.998651,0.001344,3016.80,10
slavic3,uniform,0.20,0.015,Adriatic Coastal,0.998784,0.002152,1859.60,10
slavic3,uniform,0.20,0.015,Lower Danubian Frontier,0.999531,0.000550,3461.80,10
slavic3,uniform,0.20,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.20,0.030,Carpatho-Balkan Interior,0.935018,0.046699,14179.30,10
slavic3,uniform,0.20,0.030,Pannonian Plain,0.807866,0.242398,1052.80,10
slavic3,uniform,0.20,0.030,Aegean Littoral,0.460008,0.222589,2821.20,10
slavic3,uniform,0.20,0.030,Peloponnese,0.005227,0.013613,229.40,10
slavic3,uniform,0.20,0.030,Albanian Highlands,0.586434,0.500499,1895.00,10
slavic3,uniform,0.20,0.030,Adriatic Coastal,0.666012,0.460677,1437.50,10
slavic3,uniform,0.20,0.030,Lower Danubian Frontier,0.997115,0.005477,3243.70,10
slavic3,uniform,0.20,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.20,0.045,Carpatho-Balkan Interior,0.728963,0.090301,10113.10,10
slavic3,uniform,0.20,0.045,Pannonian Plain,0.886455,0.182022,1359.00,10
slavic3,uniform,0.20,0.045,Aegean Littoral,0.134532,0.175612,2316.40,10
slavic3,uniform,0.20,0.045,Peloponnese,0.000000,0.000000,262.80,10
slavic3,uniform,0.20,0.045,Albanian Highlands,0.267308,0.432663,1207.90,10
slavic3,uniform,0.20,0.045,Adriatic Coastal,0.078150,0.246777,587.90,10
slavic3,uniform,0.20,0.045,Lower Danubian Frontier,0.989962,0.024495,2943.70,10
slavic3,uniform,0.20,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.30,0.000,Carpatho-Balkan Interior,0.998802,0.000632,18010.30,10
slavic3,uniform,0.30,0.000,Pannonian Plain,0.995333,0.007755,1416.90,10
slavic3,uniform,0.30,0.000,Aegean Littoral,0.999200,0.000701,6542.30,10
slavic3,uniform,0.30,0.000,Peloponnese,0.999326,0.001236,905.40,10
slavic3,uniform,0.30,0.000,Albanian Highlands,0.999368,0.000838,2976.20,10
slavic3,uniform,0.30,0.000,Adriatic Coastal,0.999822,0.000288,1759.50,10
slavic3,uniform,0.30,0.000,Lower Danubian Frontier,0.999537,0.001017,3336.90,10
slavic3,uniform,0.30,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.30,0.005,Carpatho-Balkan Interior,0.998743,0.000410,16909.50,10
slavic3,uniform,0.30,0.005,Pannonian Plain,0.976682,0.051584,1566.40,10
slavic3,uniform,0.30,0.005,Aegean Littoral,0.998864,0.000936,6804.20,10
slavic3,uniform,0.30,0.005,Peloponnese,0.998172,0.003670,704.00,10
slavic3,uniform,0.30,0.005,Albanian Highlands,0.999466,0.000932,2890.30,10
slavic3,uniform,0.30,0.005,Adriatic Coastal,0.999849,0.000320,2072.80,10
slavic3,uniform,0.30,0.005,Lower Danubian Frontier,0.999178,0.000828,3237.50,10
slavic3,uniform,0.30,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.30,0.015,Carpatho-Balkan Interior,0.998375,0.000608,16693.50,10
slavic3,uniform,0.30,0.015,Pannonian Plain,0.983669,0.018555,1431.30,10
slavic3,uniform,0.30,0.015,Aegean Littoral,0.989165,0.028334,7127.40,10
slavic3,uniform,0.30,0.015,Peloponnese,0.999327,0.002128,857.00,10
slavic3,uniform,0.30,0.015,Albanian Highlands,0.999759,0.000611,2733.10,10
slavic3,uniform,0.30,0.015,Adriatic Coastal,0.997785,0.002893,1685.60,10
slavic3,uniform,0.30,0.015,Lower Danubian Frontier,0.998641,0.002228,2819.30,10
slavic3,uniform,0.30,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.30,0.030,Carpatho-Balkan Interior,0.997954,0.000820,17038.30,10
slavic3,uniform,0.30,0.030,Pannonian Plain,0.954322,0.077433,1417.30,10
slavic3,uniform,0.30,0.030,Aegean Littoral,0.791464,0.203638,4790.30,10
slavic3,uniform,0.30,0.030,Peloponnese,0.303516,0.478478,381.90,10
slavic3,uniform,0.30,0.030,Albanian Highlands,0.999010,0.001596,2591.70,10
slavic3,uniform,0.30,0.030,Adriatic Coastal,0.747061,0.410217,1671.30,10
slavic3,uniform,0.30,0.030,Lower Danubian Frontier,0.999760,0.000398,3125.70,10
slavic3,uniform,0.30,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.30,0.045,Carpatho-Balkan Interior,0.924681,0.084521,13412.10,10
slavic3,uniform,0.30,0.045,Pannonian Plain,0.828790,0.153571,1181.40,10
slavic3,uniform,0.30,0.045,Aegean Littoral,0.355828,0.239062,2751.30,10
slavic3,uniform,0.30,0.045,Peloponnese,0.000000,0.000000,201.40,10
slavic3,uniform,0.30,0.045,Albanian Highlands,0.563988,0.411103,1659.10,10
slavic3,uniform,0.30,0.045,Adriatic Coastal,0.205418,0.354418,717.70,10
slavic3,uniform,0.30,0.045,Lower Danubian Frontier,0.999130,0.000726,3152.60,10
slavic3,uniform,0.30,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.40,0.000,Carpatho-Balkan Interior,0.999050,0.000607,17333.40,10
slavic3,uniform,0.40,0.000,Pannonian Plain,0.998422,0.001283,1931.80,10
slavic3,uniform,0.40,0.000,Aegean Littoral,0.999325,0.000503,7017.40,10
slavic3,uniform,0.40,0.000,Peloponnese,0.999891,0.000344,868.20,10
slavic3,uniform,0.40,0.000,Albanian Highlands,0.999746,0.000571,2552.70,10
slavic3,uniform,0.40,0.000,Adriatic Coastal,0.999557,0.000730,2064.20,10
slavic3,uniform,0.40,0.000,Lower Danubian Frontier,0.997601,0.002026,3196.40,10
slavic3,uniform,0.40,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.40,0.005,Carpatho-Balkan Interior,0.998827,0.000685,17263.30,10
slavic3,uniform,0.40,0.005,Pannonian Plain,0.995614,0.006880,1626.40,10
slavic3,uniform,0.40,0.005,Aegean Littoral,0.999354,0.000658,6216.90,10
slavic3,uniform,0.40,0.005,Peloponnese,0.998965,0.002457,877.20,10
slavic3,uniform,0.40,0.005,Albanian Highlands,0.999493,0.000729,3086.70,10
slavic3,uniform,0.40,0.005,Adriatic Coastal,0.999505,0.000786,2189.30,10
slavic3,uniform,0.40,0.005,Lower Danubian Frontier,0.998962,0.000642,3446.10,10
slavic3,uniform,0.40,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.40,0.015,Carpatho-Balkan Interior,0.999252,0.000449,16983.60,10
slavic3,uniform,0.40,0.015,Pannonian Plain,0.964941,0.049643,1671.70,10
slavic3,uniform,0.40,0.015,Aegean Littoral,0.999005,0.000801,6722.90,10
slavic3,uniform,0.40,0.015,Peloponnese,0.998434,0.003579,789.20,10
slavic3,uniform,0.40,0.015,Albanian Highlands,0.999222,0.001283,2767.10,10
slavic3,uniform,0.40,0.015,Adriatic Coastal,0.999704,0.000711,1948.20,10
slavic3,uniform,0.40,0.015,Lower Danubian Frontier,0.999618,0.000473,2668.50,10
slavic3,uniform,0.40,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.40,0.030,Carpatho-Balkan Interior,0.999138,0.000642,16885.90,10
slavic3,uniform,0.40,0.030,Pannonian Plain,0.975654,0.026182,1641.00,10
slavic3,uniform,0.40,0.030,Aegean Littoral,0.990143,0.023514,6141.40,10
slavic3,uniform,0.40,0.030,Peloponnese,0.999548,0.001431,794.00,10
slavic3,uniform,0.40,0.030,Albanian Highlands,0.999255,0.001052,2464.60,10
slavic3,uniform,0.40,0.030,Adriatic Coastal,0.998734,0.001731,2045.10,10
slavic3,uniform,0.40,0.030,Lower Danubian Frontier,0.999176,0.001742,3715.90,10
slavic3,uniform,0.40,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,uniform,0.40,0.045,Carpatho-Balkan Interior,0.998977,0.000779,16888.50,10
slavic3,uniform,0.40,0.045,Pannonian Plain,0.764500,0.243843,1080.50,10
slavic3,uniform,0.40,0.045,Aegean Littoral,0.881507,0.099613,5378.00,10
slavic3,uniform,0.40,0.045,Peloponnese,0.699641,0.482798,740.60,10
slavic3,uniform,0.40,0.045,Albanian Highlands,0.999505,0.000817,2696.60,10
slavic3,uniform,0.40,0.045,Adriatic Coastal,0.971477,0.058080,1665.90,10
slavic3,uniform,0.40,0.045,Lower Danubian Frontier,0.999580,0.000683,3330.00,10
slavic3,uniform,0.40,0.045,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.10,0.000,Carpatho-Balkan Interior,0.996919,0.001186,16813.30,10
slavic3,cbi_only,0.10,0.000,Pannonian Plain,0.994235,0.006170,1745.20,10
slavic3,cbi_only,0.10,0.000,Aegean Littoral,0.997958,0.001346,6915.90,10
slavic3,cbi_only,0.10,0.000,Peloponnese,0.999425,0.001817,827.40,10
slavic3,cbi_only,0.10,0.000,Albanian Highlands,0.998224,0.001624,2576.00,10
slavic3,cbi_only,0.10,0.000,Adriatic Coastal,0.999782,0.000488,1988.70,10
slavic3,cbi_only,0.10,0.000,Lower Danubian Frontier,0.999768,0.000325,3272.80,10
slavic3,cbi_only,0.10,0.000,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.10,0.005,Carpatho-Balkan Interior,0.996086,0.001093,16822.70,10
slavic3,cbi_only,0.10,0.005,Pannonian Plain,0.995877,0.002404,1338.20,10
slavic3,cbi_only,0.10,0.005,Aegean Littoral,0.996875,0.001469,6689.70,10
slavic3,cbi_only,0.10,0.005,Peloponnese,0.998174,0.003255,864.00,10
slavic3,cbi_only,0.10,0.005,Albanian Highlands,0.998756,0.001792,2926.20,10
slavic3,cbi_only,0.10,0.005,Adriatic Coastal,0.998593,0.001759,2142.80,10
slavic3,cbi_only,0.10,0.005,Lower Danubian Frontier,0.998773,0.001857,3183.50,10
slavic3,cbi_only,0.10,0.005,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.10,0.015,Carpatho-Balkan Interior,0.994971,0.001108,16313.00,10
slavic3,cbi_only,0.10,0.015,Pannonian Plain,0.939738,0.160505,1438.50,10
slavic3,cbi_only,0.10,0.015,Aegean Littoral,0.921720,0.101250,5572.70,10
slavic3,cbi_only,0.10,0.015,Peloponnese,0.801942,0.404746,572.70,10
slavic3,cbi_only,0.10,0.015,Albanian Highlands,0.998896,0.000880,2583.10,10
slavic3,cbi_only,0.10,0.015,Adriatic Coastal,0.971355,0.056480,1953.00,10
slavic3,cbi_only,0.10,0.015,Lower Danubian Frontier,0.998851,0.001079,3345.60,10
slavic3,cbi_only,0.10,0.015,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.10,0.030,Carpatho-Balkan Interior,0.805245,0.123981,11507.10,10
slavic3,cbi_only,0.10,0.030,Pannonian Plain,0.842064,0.214440,1277.40,10
slavic3,cbi_only,0.10,0.030,Aegean Littoral,0.203152,0.194724,2479.70,10
slavic3,cbi_only,0.10,0.030,Peloponnese,0.006613,0.012973,292.50,10
slavic3,cbi_only,0.10,0.030,Albanian Highlands,0.404614,0.462431,1459.10,10
slavic3,cbi_only,0.10,0.030,Adriatic Coastal,0.528093,0.459991,1263.10,10
slavic3,cbi_only,0.10,0.030,Lower Danubian Frontier,0.997605,0.002793,3051.60,10
slavic3,cbi_only,0.10,0.030,unassigned,0.000000,0.000000,0.00,10
slavic3,cbi_only,0.10,0.045,Carpatho-Balkan Interior,0.648502,0.105816,9195.90,10
slavic3,cbi_only,0.10,0.045,Pannonian Plain,0.750622,0.274847,1010.60,10
slavic3,cbi_only,0.10,0.045,Aegean Littoral,0.080079,0.079893,2274.80,10
slavic3,cbi_only,0.10,0.045,Peloponnese,0.000000,0.000000,223.10,10
slavic3,cbi_only,0.10,0.045,Albanian Highlands,0.000809,0.001191,816.60,10
slavic3,cbi_only,0.10,0.045,Adriatic Coastal,0.000000,0.000000,646.00,10
