scenario,substrate_config,substrate_fraction,revassim_rate,region,year_260_slavic_share_mean,year_260_slavic_share_sd,year_260_pop_mean,run_count
slavic1,cbi_only,0.30,0.045,Albanian Highlands,0.000000,0.000000,241.10,10
slavic1,cbi_only,0.30,0.045,Adriatic Coastal,0.000000,0.000000,245.00,10
slavic1,cbi_only,0.30,0.045,Lower Danubian Frontier,0.876178,0.055944,671.20,10
slavic1,cbi_only,0.30,0.045,unassigned,0.000000,0.000000,0.00,10
slavic1,cbi_only,0.40,0.000,Carpatho-Balkan Interior,0.838958,0.052247,2520.60,10
slavic1,cbi_only,0.40,0.000,Pannonian Plain,0.675165,0.180468,422.70,10
slavic1,cbi_only,0.40,0.000,Aegean Littoral,0.305237,0.076758,913.10,10
slavic1,cbi_only,0.40,0.000,Peloponnese,0.368903,0.281845,135.70,10
slavic1,cbi_only,0.40,0.000,Albanian Highlands,0.678510,0.124051,248.70,10
slavic1,cbi_only,0.40,0.000,Adriatic Coastal,0.589093,0.263756,246.40,10
slavic1,cbi_only,0.40,0.000,Lower Danubian Frontier,0.925089,0.042057,695.80,10
slavic1,cbi_only,0.40,0.000,unassigned,0.000000,0.000000,0.00,10
slavic1,cbi_only,0.40,0.005,Carpatho-Balkan Interior,0.717850,0.088588,2427.70,10
slavic1,cbi_only,0.40,0.005,Pannonian Plain,0.670770,0.157975,542.00,10
slavic1,cbi_only,0.40,0.005,Aegean Littoral,0.201400,0.098384,891.60,10
slavic1,cbi_only,0.40,0.005,Peloponnese,0.128168,0.267730,96.00,10
slavic1,cbi_only,0.40,0.005,Albanian Highlands,0.255002,0.237378,350.00,10
slavic1,cbi_only,0.40,0.005,Adriatic Coastal,0.258462,0.143556,156.80,10
slavic1,cbi_only,0.40,0.005,Lower Danubian Frontier,0.880465,0.054489,669.50,10
slavic1,cbi_only,0.40,0.005,unassigned,0.000000,0.000000,0.00,10
slavic1,cbi_only,0.40,0.015,Carpatho-Balkan Interior,0.583766,0.085416,2416.60,10
slavic1,cbi_only,0.40,0.015,Pannonian Plain,0.595398,0.265405,392.80,10
slavic1,cbi_only,0.40,0.015,Aegean Littoral,0.009758,0.006147,775.30,10
slavic1,cbi_only,0.40,0.015,Peloponnese,0.024450,0.042088,109.50,10
slavic1,cbi_only,0.40,0.015,Albanian Highlands,0.117737,0.113344,316.70,10
slavic1,cbi_only,0.40,0.015,Adriatic Coastal,0.014280,0.015001,204.70,10
slavic1,cbi_only,0.40,0.015,Lower Danubian Frontier,0.891845,0.116381,666.00,10
slavic1,cbi_only,0.40,0.015,unassigned,0.000000,0.000000,0.00,10
slavic1,cbi_only,0.40,0.030,Carpatho-Balkan Interior,0.243757,0.116611,2101.70,10
slavic1,cbi_only,0.40,0.030,Pannonian Plain,0.247091,0.236456,478.00,10
slavic1,cbi_only,0.40,0.030,Aegean Littoral,0.001267,0.002020,860.50,10
slavic1,cbi_only,0.40,0.030,Peloponnese,0.000000,0.000000,111.20,10
slavic1,cbi_only,0.40,0.030,Albanian Highlands,0.009579,0.030293,313.20,10
slavic1,cbi_only,0.40,0.030,Adriatic Coastal,0.005348,0.015367,163.90,10
slavic1,cbi_only,0.40,0.030,Lower Danubian Frontier,0.873765,0.100140,667.90,10
slavic1,cbi_only,0.40,0.030,unassigned,0.000000,0.000000,0.00,10
slavic1,cbi_only,0.40,0.045,Carpatho-Balkan Interior,0.228776,0.133318,2311.60,10
slavic1,cbi_only,0.40,0.045,Pannonian Plain,0.203082,0.195196,394.40,10
slavic1,cbi_only,0.40,0.045,Aegean Littoral,0.000000,0.000000,902.80,10
slavic1,cbi_only,0.40,0.045,Peloponnese,0.000000,0.000000,84.40,10
slavic1,cbi_only,0.40,0.045,Albanian Highlands,0.027119,0.085757,271.40,10
slavic1,cbi_only,0.40,0.045,Adriatic Coastal,0.000000,0.000000,196.10,10
slavic1,cbi_only,0.40,0.045,Lower Danubian Frontier,0.854830,0.087811,842.80,10
slavic1,cbi_only,0.40,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,none,0.30,0.000,Carpatho-Balkan Interior,0.853647,0.051136,6114.10,10
slavic2,none,0.30,0.000,Pannonian Plain,0.842031,0.116930,658.60,10
slavic2,none,0.30,0.000,Aegean Littoral,0.945342,0.016657,2649.70,10
slavic2,none,0.30,0.000,Peloponnese,0.940935,0.035299,298.50,10
slavic2,none,0.30,0.000,Albanian Highlands,0.980804,0.013589,1005.10,10
slavic2,none,0.30,0.000,Adriatic Coastal,0.969123,0.017558,770.30,10
slavic2,none,0.30,0.000,Lower Danubian Frontier,0.971750,0.027425,1585.90,10
slavic2,none,0.30,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,none,0.30,0.005,Carpatho-Balkan Interior,0.704669,0.111975,5339.60,10
slavic2,none,0.30,0.005,Pannonian Plain,0.777760,0.174609,640.40,10
slavic2,none,0.30,0.005,Aegean Littoral,0.740883,0.106677,2509.50,10
slavic2,none,0.30,0.005,Peloponnese,0.694796,0.351251,307.00,10
slavic2,none,0.30,0.005,Albanian Highlands,0.963899,0.018966,876.50,10
slavic2,none,0.30,0.005,Adriatic Coastal,0.934557,0.065725,800.20,10
slavic2,none,0.30,0.005,Lower Danubian Frontier,0.981891,0.014955,1463.90,10
slavic2,none,0.30,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,none,0.30,0.015,Carpatho-Balkan Interior,0.264267,0.102966,4330.30,10
slavic2,none,0.30,0.015,Pannonian Plain,0.635309,0.207296,690.30,10
slavic2,none,0.30,0.015,Aegean Littoral,0.045621,0.037961,1430.20,10
slavic2,none,0.30,0.015,Peloponnese,0.038278,0.026092,138.30,10
slavic2,none,0.30,0.015,Albanian Highlands,0.143719,0.189760,623.80,10
slavic2,none,0.30,0.015,Adriatic Coastal,0.189114,0.200222,495.30,10
slavic2,none,0.30,0.015,Lower Danubian Frontier,0.958704,0.036790,1610.30,10
slavic2,none,0.30,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,none,0.30,0.030,Carpatho-Balkan Interior,0.197316,0.091514,3940.10,10
slavic2,none,0.30,0.030,Pannonian Plain,0.576267,0.270905,701.00,10
slavic2,none,0.30,0.030,Aegean Littoral,0.003439,0.003523,1560.40,10
slavic2,none,0.30,0.030,Peloponnese,0.000909,0.002875,154.20,10
slavic2,none,0.30,0.030,Albanian Highlands,0.001865,0.003473,550.20,10
slavic2,none,0.30,0.030,Adriatic Coastal,0.040140,0.125511,342.80,10
slavic2,none,0.30,0.030,Lower Danubian Frontier,0.939440,0.043850,1492.50,10
slavic2,none,0.30,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,none,0.30,0.045,Carpatho-Balkan Interior,0.068297,0.051333,3938.30,10
slavic2,none,0.30,0.045,Pannonian Plain,0.301445,0.276702,509.90,10
slavic2,none,0.30,0.045,Aegean Littoral,0.000055,0.000173,1416.30,10
slavic2,none,0.30,0.045,Peloponnese,0.000000,0.000000,166.50,10
slavic2,none,0.30,0.045,Albanian Highlands,0.000000,0.000000,508.30,10
slavic2,none,0.30,0.045,Adriatic Coastal,0.000000,0.000000,477.70,10
slavic2,none,0.30,0.045,Lower Danubian Frontier,0.887567,0.084269,1269.80,10
slavic2,none,0.30,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.10,0.000,Carpatho-Balkan Interior,0.916836,0.024957,6648.60,10
slavic2,uniform,0.10,0.000,Pannonian Plain,0.858814,0.116906,806.10,10
slavic2,uniform,0.10,0.000,Aegean Littoral,0.944819,0.009730,2719.90,10
slavic2,uniform,0.10,0.000,Peloponnese,0.969656,0.024409,454.60,10
slavic2,uniform,0.10,0.000,Albanian Highlands,0.978088,0.019210,1031.10,10
slavic2,uniform,0.10,0.000,Adriatic Coastal,0.966000,0.022649,777.20,10
slavic2,uniform,0.10,0.000,Lower Danubian Frontier,0.988545,0.006229,1542.40,10
slavic2,uniform,0.10,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.10,0.005,Carpatho-Balkan Interior,0.841209,0.062947,6179.90,10
slavic2,uniform,0.10,0.005,Pannonian Plain,0.788446,0.152721,711.70,10
slavic2,uniform,0.10,0.005,Aegean Littoral,0.832057,0.066413,2439.00,10
slavic2,uniform,0.10,0.005,Peloponnese,0.862890,0.173611,320.10,10
slavic2,uniform,0.10,0.005,Albanian Highlands,0.972192,0.018945,1077.70,10
slavic2,uniform,0.10,0.005,Adriatic Coastal,0.955091,0.019625,689.20,10
slavic2,uniform,0.10,0.005,Lower Danubian Frontier,0.976878,0.023601,1477.60,10
slavic2,uniform,0.10,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.10,0.015,Carpatho-Balkan Interior,0.458255,0.092773,4668.20,10
slavic2,uniform,0.10,0.015,Pannonian Plain,0.625473,0.245323,816.30,10
slavic2,uniform,0.10,0.015,Aegean Littoral,0.104480,0.086773,1641.70,10
slavic2,uniform,0.10,0.015,Peloponnese,0.124463,0.282925,264.20,10
slavic2,uniform,0.10,0.015,Albanian Highlands,0.492417,0.382178,671.70,10
slavic2,uniform,0.10,0.015,Adriatic Coastal,0.446311,0.343759,545.80,10
slavic2,uniform,0.10,0.015,Lower Danubian Frontier,0.979775,0.013110,1616.50,10
slavic2,uniform,0.10,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.10,0.030,Carpatho-Balkan Interior,0.173616,0.082889,4139.40,10
slavic2,uniform,0.10,0.030,Pannonian Plain,0.530373,0.242507,745.80,10
slavic2,uniform,0.10,0.030,Aegean Littoral,0.005239,0.011905,1431.40,10
slavic2,uniform,0.10,0.030,Peloponnese,0.000000,0.000000,154.80,10
slavic2,uniform,0.10,0.030,Albanian Highlands,0.001768,0.003405,533.90,10
slavic2,uniform,0.10,0.030,Adriatic Coastal,0.001347,0.002961,433.70,10
slavic2,uniform,0.10,0.030,Lower Danubian Frontier,0.924771,0.047756,1462.50,10
slavic2,uniform,0.10,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.10,0.045,Carpatho-Balkan Interior,0.160271,0.106940,3969.50,10
slavic2,uniform,0.10,0.045,Pannonian Plain,0.341078,0.261839,461.50,10
slavic2,uniform,0.10,0.045,Aegean Littoral,0.001111,0.003514,1540.30,10
slavic2,uniform,0.10,0.045,Peloponnese,0.000000,0.000000,181.90,10
slavic2,uniform,0.10,0.045,Albanian Highlands,0.000000,0.000000,557.90,10
slavic2,uniform,0.10,0.045,Adriatic Coastal,0.000187,0.000592,346.20,10
slavic2,uniform,0.10,0.045,Lower Danubian Frontier,0.945820,0.030617,1369.40,10
slavic2,uniform,0.10,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.20,0.000,Carpatho-Balkan Interior,0.949042,0.008107,6759.50,10
slavic2,uniform,0.20,0.000,Pannonian Plain,0.880374,0.119450,796.20,10
slavic2,uniform,0.20,0.000,Aegean Littoral,0.964183,0.016543,2724.10,10
slavic2,uniform,0.20,0.000,Peloponnese,0.972626,0.028454,309.10,10
slavic2,uniform,0.20,0.000,Albanian Highlands,0.985481,0.008782,1024.70,10
slavic2,uniform,0.20,0.000,Adriatic Coastal,0.986080,0.009797,831.20,10
slavic2,uniform,0.20,0.000,Lower Danubian Frontier,0.977302,0.015489,1540.70,10
slavic2,uniform,0.20,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.20,0.005,Carpatho-Balkan Interior,0.935454,0.023476,6346.50,10
slavic2,uniform,0.20,0.005,Pannonian Plain,0.866704,0.117860,798.80,10
slavic2,uniform,0.20,0.005,Aegean Littoral,0.899334,0.094796,2567.40,10
slavic2,uniform,0.20,0.005,Peloponnese,0.898732,0.179525,350.80,10
slavic2,uniform,0.20,0.005,Albanian Highlands,0.930392,0.153571,1113.70,10
slavic2,uniform,0.20,0.005,Adriatic Coastal,0.963093,0.032507,879.40,10
slavic2,uniform,0.20,0.005,Lower Danubian Frontier,0.977867,0.016378,1390.00,10
slavic2,uniform,0.20,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.20,0.015,Carpatho-Balkan Interior,0.621162,0.127289,5720.30,10
slavic2,uniform,0.20,0.015,Pannonian Plain,0.656935,0.218044,619.90,10
slavic2,uniform,0.20,0.015,Aegean Littoral,0.315955,0.217132,1910.00,10
slavic2,uniform,0.20,0.015,Peloponnese,0.214445,0.397916,211.90,10
slavic2,uniform,0.20,0.015,Albanian Highlands,0.909031,0.117155,872.50,10
slavic2,uniform,0.20,0.015,Adriatic Coastal,0.617086,0.374334,527.20,10
slavic2,uniform,0.20,0.015,Lower Danubian Frontier,0.970796,0.023237,1408.10,10
slavic2,uniform,0.20,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.20,0.030,Carpatho-Balkan Interior,0.310297,0.096723,4452.50,10
slavic2,uniform,0.20,0.030,Pannonian Plain,0.461298,0.325481,503.30,10
slavic2,uniform,0.20,0.030,Aegean Littoral,0.037003,0.069813,1453.00,10
slavic2,uniform,0.20,0.030,Peloponnese,0.000000,0.000000,179.70,10
slavic2,uniform,0.20,0.030,Albanian Highlands,0.003238,0.005339,629.00,10
slavic2,uniform,0.20,0.030,Adriatic Coastal,0.084865,0.245637,392.00,10
slavic2,uniform,0.20,0.030,Lower Danubian Frontier,0.944336,0.047551,1215.50,10
slavic2,uniform,0.20,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.20,0.045,Carpatho-Balkan Interior,0.199520,0.103725,4138.00,10
slavic2,uniform,0.20,0.045,Pannonian Plain,0.380091,0.287736,570.20,10
slavic2,uniform,0.20,0.045,Aegean Littoral,0.000637,0.002014,1558.50,10
slavic2,uniform,0.20,0.045,Peloponnese,0.000000,0.000000,191.10,10
slavic2,uniform,0.20,0.045,Albanian Highlands,0.000153,0.000484,504.90,10
slavic2,uniform,0.20,0.045,Adriatic Coastal,0.000000,0.000000,387.10,10
slavic2,uniform,0.20,0.045,Lower Danubian Frontier,0.952745,0.053651,1520.10,10
slavic2,uniform,0.20,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.30,0.000,Carpatho-Balkan Interior,0.965465,0.007735,6660.30,10
slavic2,uniform,0.30,0.000,Pannonian Plain,0.922096,0.046686,875.90,10
slavic2,uniform,0.30,0.000,Aegean Littoral,0.976701,0.009965,2575.60,10
slavic2,uniform,0.30,0.000,Peloponnese,0.979526,0.019569,356.30,10
slavic2,uniform,0.30,0.000,Albanian Highlands,0.981523,0.011767,970.00,10
slavic2,uniform,0.30,0.000,Adriatic Coastal,0.980252,0.021394,619.20,10
slavic2,uniform,0.30,0.000,Lower Danubian Frontier,0.982945,0.009174,1436.20,10
slavic2,uniform,0.30,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.30,0.005,Carpatho-Balkan Interior,0.962011,0.007120,6924.00,10
slavic2,uniform,0.30,0.005,Pannonian Plain,0.811080,0.232109,803.70,10
slavic2,uniform,0.30,0.005,Aegean Littoral,0.961446,0.031638,2675.90,10
slavic2,uniform,0.30,0.005,Peloponnese,0.946531,0.064659,291.60,10
slavic2,uniform,0.30,0.005,Albanian Highlands,0.982393,0.014238,1085.40,10
slavic2,uniform,0.30,0.005,Adriatic Coastal,0.976162,0.018436,771.80,10
slavic2,uniform,0.30,0.005,Lower Danubian Frontier,0.988414,0.007524,1363.20,10
slavic2,uniform,0.30,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.30,0.015,Carpatho-Balkan Interior,0.904873,0.088742,7047.70,10
slavic2,uniform,0.30,0.015,Pannonian Plain,0.623825,0.227055,629.10,10
slavic2,uniform,0.30,0.015,Aegean Littoral,0.666910,0.134599,2246.20,10
slavic2,uniform,0.30,0.015,Peloponnese,0.263852,0.351024,226.60,10
slavic2,uniform,0.30,0.015,Albanian Highlands,0.949531,0.083995,1110.00,10
slavic2,uniform,0.30,0.015,Adriatic Coastal,0.895858,0.138536,691.40,10
slavic2,uniform,0.30,0.015,Lower Danubian Frontier,0.981688,0.025037,1740.00,10
slavic2,uniform,0.30,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.30,0.030,Carpatho-Balkan Interior,0.501157,0.124309,4970.40,10
slavic2,uniform,0.30,0.030,Pannonian Plain,0.477577,0.275708,681.10,10
slavic2,uniform,0.30,0.030,Aegean Littoral,0.052775,0.125947,1584.30,10
slavic2,uniform,0.30,0.030,Peloponnese,0.001351,0.003133,177.10,10
slavic2,uniform,0.30,0.030,Albanian Highlands,0.157105,0.322794,680.00,10
slavic2,uniform,0.30,0.030,Adriatic Coastal,0.143804,0.298551,434.70,10
slavic2,uniform,0.30,0.030,Lower Danubian Frontier,0.981076,0.008842,1509.90,10
slavic2,uniform,0.30,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.30,0.045,Carpatho-Balkan Interior,0.294530,0.152186,4179.60,10
slavic2,uniform,0.30,0.045,Pannonian Plain,0.497256,0.323432,561.30,10
slavic2,uniform,0.30,0.045,Aegean Littoral,0.018197,0.035747,1347.80,10
slavic2,uniform,0.30,0.045,Peloponnese,0.000000,0.000000,141.30,10
slavic2,uniform,0.30,0.045,Albanian Highlands,0.000169,0.000535,528.20,10
slavic2,uniform,0.30,0.045,Adriatic Coastal,0.000000,0.000000,410.10,10
slavic2,uniform,0.30,0.045,Lower Danubian Frontier,0.954966,0.049313,1304.50,10
slavic2,uniform,0.30,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.40,0.000,Carpatho-Balkan Interior,0.975235,0.004638,6752.90,10
slavic2,uniform,0.40,0.000,Pannonian Plain,0.942339,0.034164,832.10,10
slavic2,uniform,0.40,0.000,Aegean Littoral,0.976229,0.018056,2492.30,10
slavic2,uniform,0.40,0.000,Peloponnese,0.986159,0.033545,348.60,10
slavic2,uniform,0.40,0.000,Albanian Highlands,0.988815,0.010014,993.50,10
slavic2,uniform,0.40,0.000,Adriatic Coastal,0.989098,0.008776,739.70,10
slavic2,uniform,0.40,0.000,Lower Danubian Frontier,0.987830,0.008799,1549.50,10
slavic2,uniform,0.40,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.40,0.005,Carpatho-Balkan Interior,0.979134,0.006705,7081.00,10
slavic2,uniform,0.40,0.005,Pannonian Plain,0.843819,0.136472,748.60,10
slavic2,uniform,0.40,0.005,Aegean Littoral,0.979402,0.007561,2730.50,10
slavic2,uniform,0.40,0.005,Peloponnese,0.983778,0.020704,268.30,10
slavic2,uniform,0.40,0.005,Albanian Highlands,0.991707,0.006030,1088.40,10
slavic2,uniform,0.40,0.005,Adriatic Coastal,0.983181,0.015027,687.80,10
slavic2,uniform,0.40,0.005,Lower Danubian Frontier,0.986496,0.012512,1411.30,10
slavic2,uniform,0.40,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.40,0.015,Carpatho-Balkan Interior,0.979362,0.007522,7051.30,10
slavic2,uniform,0.40,0.015,Pannonian Plain,0.773477,0.193083,782.00,10
slavic2,uniform,0.40,0.015,Aegean Littoral,0.884174,0.100124,2573.90,10
slavic2,uniform,0.40,0.015,Peloponnese,0.919185,0.176195,323.90,10
slavic2,uniform,0.40,0.015,Albanian Highlands,0.985552,0.008912,920.60,10
slavic2,uniform,0.40,0.015,Adriatic Coastal,0.921779,0.146652,723.00,10
slavic2,uniform,0.40,0.015,Lower Danubian Frontier,0.981442,0.006748,1591.30,10
slavic2,uniform,0.40,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.40,0.030,Carpatho-Balkan Interior,0.930739,0.059464,6619.30,10
slavic2,uniform,0.40,0.030,Pannonian Plain,0.547743,0.335379,687.60,10
slavic2,uniform,0.40,0.030,Aegean Littoral,0.524120,0.214750,1922.30,10
slavic2,uniform,0.40,0.030,Peloponnese,0.307326,0.476438,207.10,10
slavic2,uniform,0.40,0.030,Albanian Highlands,0.982262,0.019986,1046.70,10
slavic2,uniform,0.40,0.030,Adriatic Coastal,0.453943,0.468105,545.10,10
slavic2,uniform,0.40,0.030,Lower Danubian Frontier,0.980330,0.028796,1353.20,10
slavic2,uniform,0.40,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,uniform,0.40,0.045,Carpatho-Balkan Interior,0.757136,0.111904,5868.40,10
slavic2,uniform,0.40,0.045,Pannonian Plain,0.522838,0.335440,530.40,10
slavic2,uniform,0.40,0.045,Aegean Littoral,0.219080,0.227771,1725.30,10
slavic2,uniform,0.40,0.045,Peloponnese,0.100000,0.316228,145.60,10
slavic2,uniform,0.40,0.045,Albanian Highlands,0.377635,0.361917,710.80,10
slavic2,uniform,0.40,0.045,Adriatic Coastal,0.242289,0.399911,405.20,10
slavic2,uniform,0.40,0.045,Lower Danubian Frontier,0.978760,0.024257,1618.30,10
slavic2,uniform,0.40,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.10,0.000,Carpatho-Balkan Interior,0.917109,0.030752,6513.60,10
slavic2,cbi_only,0.10,0.000,Pannonian Plain,0.894409,0.117290,948.90,10
slavic2,cbi_only,0.10,0.000,Aegean Littoral,0.927851,0.019280,2522.50,10
slavic2,cbi_only,0.10,0.000,Peloponnese,0.948480,0.055042,262.80,10
slavic2,cbi_only,0.10,0.000,Albanian Highlands,0.971173,0.016421,942.50,10
slavic2,cbi_only,0.10,0.000,Adriatic Coastal,0.964251,0.018597,671.80,10
slavic2,cbi_only,0.10,0.000,Lower Danubian Frontier,0.973913,0.026645,1426.80,10
slavic2,cbi_only,0.10,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.10,0.005,Carpatho-Balkan Interior,0.812017,0.072362,6020.30,10
slavic2,cbi_only,0.10,0.005,Pannonian Plain,0.748507,0.188302,655.10,10
slavic2,cbi_only,0.10,0.005,Aegean Littoral,0.806616,0.088297,2438.60,10
slavic2,cbi_only,0.10,0.005,Peloponnese,0.866735,0.195649,322.20,10
slavic2,cbi_only,0.10,0.005,Albanian Highlands,0.947456,0.034908,866.40,10
slavic2,cbi_only,0.10,0.005,Adriatic Coastal,0.957014,0.024257,632.60,10
slavic2,cbi_only,0.10,0.005,Lower Danubian Frontier,0.978062,0.010043,1536.70,10
slavic2,cbi_only,0.10,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.10,0.015,Carpatho-Balkan Interior,0.441931,0.140858,4942.00,10
slavic2,cbi_only,0.10,0.015,Pannonian Plain,0.497423,0.262665,553.90,10
slavic2,cbi_only,0.10,0.015,Aegean Littoral,0.158649,0.190351,1527.00,10
slavic2,cbi_only,0.10,0.015,Peloponnese,0.026467,0.042878,141.80,10
slavic2,cbi_only,0.10,0.015,Albanian Highlands,0.460881,0.408340,751.40,10
slavic2,cbi_only,0.10,0.015,Adriatic Coastal,0.334678,0.331375,417.00,10
slavic2,cbi_only,0.10,0.015,Lower Danubian Frontier,0.970773,0.027304,1570.10,10
slavic2,cbi_only,0.10,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.10,0.030,Carpatho-Balkan Interior,0.278791,0.085469,4470.70,10
slavic2,cbi_only,0.10,0.030,Pannonian Plain,0.624279,0.334045,699.90,10
slavic2,cbi_only,0.10,0.030,Aegean Littoral,0.004431,0.005147,1563.70,10
slavic2,cbi_only,0.10,0.030,Peloponnese,0.000000,0.000000,122.60,10
slavic2,cbi_only,0.10,0.030,Albanian Highlands,0.001958,0.003291,542.10,10
slavic2,cbi_only,0.10,0.030,Adriatic Coastal,0.001559,0.002948,416.70,10
slavic2,cbi_only,0.10,0.030,Lower Danubian Frontier,0.939490,0.051634,1553.20,10
slavic2,cbi_only,0.10,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.10,0.045,Carpatho-Balkan Interior,0.128926,0.081217,4004.80,10
slavic2,cbi_only,0.10,0.045,Pannonian Plain,0.479086,0.302268,497.30,10
slavic2,cbi_only,0.10,0.045,Aegean Littoral,0.000000,0.000000,1453.30,10
slavic2,cbi_only,0.10,0.045,Peloponnese,0.000000,0.000000,231.40,10
slavic2,cbi_only,0.10,0.045,Albanian Highlands,0.000000,0.000000,563.20,10
slavic2,cbi_only,0.10,0.045,Adriatic Coastal,0.000000,0.000000,317.30,10
slavic2,cbi_only,0.10,0.045,Lower Danubian Frontier,0.883551,0.106364,1345.50,10
slavic2,cbi_only,0.10,0.045,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.20,0.000,Carpatho-Balkan Interior,0.951153,0.008992,6616.70,10
slavic2,cbi_only,0.20,0.000,Pannonian Plain,0.910971,0.065719,822.20,10
slavic2,cbi_only,0.20,0.000,Aegean Littoral,0.939217,0.016028,2582.60,10
slavic2,cbi_only,0.20,0.000,Peloponnese,0.971378,0.035608,318.90,10
slavic2,cbi_only,0.20,0.000,Albanian Highlands,0.976347,0.008415,1075.80,10
slavic2,cbi_only,0.20,0.000,Adriatic Coastal,0.899114,0.187223,781.10,10
slavic2,cbi_only,0.20,0.000,Lower Danubian Frontier,0.983194,0.008773,1463.10,10
slavic2,cbi_only,0.20,0.000,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.20,0.005,Carpatho-Balkan Interior,0.922641,0.020981,6407.40,10
slavic2,cbi_only,0.20,0.005,Pannonian Plain,0.781467,0.210630,761.70,10
slavic2,cbi_only,0.20,0.005,Aegean Littoral,0.843301,0.086207,2193.10,10
slavic2,cbi_only,0.20,0.005,Peloponnese,0.780708,0.308329,216.30,10
slavic2,cbi_only,0.20,0.005,Albanian Highlands,0.971041,0.013301,1081.20,10
slavic2,cbi_only,0.20,0.005,Adriatic Coastal,0.944589,0.101726,691.70,10
slavic2,cbi_only,0.20,0.005,Lower Danubian Frontier,0.973801,0.019101,1518.00,10
slavic2,cbi_only,0.20,0.005,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.20,0.015,Carpatho-Balkan Interior,0.614939,0.159965,5337.90,10
slavic2,cbi_only,0.20,0.015,Pannonian Plain,0.512926,0.271520,729.30,10
slavic2,cbi_only,0.20,0.015,Aegean Littoral,0.063009,0.041252,1664.20,10
slavic2,cbi_only,0.20,0.015,Peloponnese,0.027194,0.035533,159.00,10
slavic2,cbi_only,0.20,0.015,Albanian Highlands,0.553920,0.402336,865.10,10
slavic2,cbi_only,0.20,0.015,Adriatic Coastal,0.263981,0.277787,439.60,10
slavic2,cbi_only,0.20,0.015,Lower Danubian Frontier,0.986961,0.008061,1581.90,10
slavic2,cbi_only,0.20,0.015,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.20,0.030,Carpatho-Balkan Interior,0.352273,0.078075,4667.90,10
slavic2,cbi_only,0.20,0.030,Pannonian Plain,0.326467,0.244664,563.70,10
slavic2,cbi_only,0.20,0.030,Aegean Littoral,0.006534,0.008467,1511.90,10
slavic2,cbi_only,0.20,0.030,Peloponnese,0.000000,0.000000,175.10,10
slavic2,cbi_only,0.20,0.030,Albanian Highlands,0.001918,0.003943,535.70,10
slavic2,cbi_only,0.20,0.030,Adriatic Coastal,0.004968,0.005787,406.50,10
slavic2,cbi_only,0.20,0.030,Lower Danubian Frontier,0.977108,0.020634,1409.70,10
slavic2,cbi_only,0.20,0.030,unassigned,0.000000,0.000000,0.00,10
slavic2,cbi_only,0.20,0.045,Carpatho-Balkan Interior,0.204324,0.098514,4392.50,10
slavic2,cbi_only,0.20,0.045,Pannonian Plain,0.316381,0.283697,460.20,10
slavic2,cbi_only,0.20,0.045,Aegean Littoral,0.003100,0.008751,1470.70,10
slavic2,cbi_only,0.20,0.045,Peloponnese,0.000000,0.000000,177.30,10
slavic2,cbi_only,0.20,0.045,Albanian Highlands,0.000000,0.000000,517.50,10
slavic2,cbi_only,0.20,0.045,Adriatic Coastal,0.000000,0.000000,393.90,10
